,Country,City,Customer Name,Order ID,Postal Code,Region,Row ID,State,Top N Customer Label,Order Date,Product ID_x,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Quantity,Sales,Product Name,Segment,Sub-Category,month,Total Sales,Discount Amount
22,United States,Fremont,Ken Black,CA-2013-137330,68025.0,Central,23,Nebraska,Other,2015-10-12,OFF-AP-10001492,12/14/2015,Standard Class,0.0,15.6884,0.26,7.0,60.34,"Acco Six-Outlet Power Strip, 4' Cord Length",Corporate,Appliances,10,60.34,0.0
24,United States,Orem,Emily Burns,CA-2012-106320,84057.0,West,25,Utah,Other,2014-09-25,FUR-TA-10000577,9/30/2014,Standard Class,0.0,240.2649,0.23,3.0,1044.63,Bretford CR4500 Series Slim Rectangular Table,Consumer,Tables,9,1044.63,0.0
26,United States,Los Angeles,Eric Hoffmann,CA-2013-121755,90049.0,West,27,California,Other,2015-01-16,TEC-AC-10003027,1/20/2015,Second Class,0.0,11.7741,0.13,3.0,90.57,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Consumer,Accessories,1,90.57,0.0
42,United States,Los Angeles,Ruben Ausman,CA-2013-101343,90049.0,West,43,California,Other,2015-07-18,OFF-ST-10003479,7/23/2015,Standard Class,0.0,3.894,0.05,2.0,77.88,"Eldon Base for stackable storage shelf, platinum",Corporate,Storage,7,77.88,0.0
44,United States,Eagan,Odella Nelson,CA-2013-118255,55122.0,Central,45,Minnesota,Other,2015-12-03,TEC-AC-10000171,3/14/2015,First Class,0.0,19.7714,0.43,2.0,45.98,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Corporate,Accessories,12,45.98,0.0
45,United States,Eagan,Odella Nelson,CA-2013-118255,55122.0,Central,46,Minnesota,Other,2015-12-03,OFF-BI-10003291,3/14/2015,First Class,0.0,8.2062,0.47,2.0,17.46,Wilson Jones Leather-Like Binders with DublLock Round Rings,Corporate,Binders,12,17.46,0.0
46,United States,Westland,Patrick O'Donnell,CA-2011-146703,48185.0,Central,47,Michigan,Other,2013-10-20,OFF-ST-10001713,10/25/2013,Second Class,0.0,8.4784,0.04,4.0,211.96,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,Storage,10,211.96,0.0
47,United States,Dover,Lena Hernandez,CA-2013-169194,19901.0,East,48,Delaware,Other,2015-06-21,TEC-AC-10002167,6/26/2015,Standard Class,0.0,4.95,0.11,3.0,45.0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Consumer,Accessories,6,45.0,0.0
48,United States,Dover,Lena Hernandez,CA-2013-169194,19901.0,East,49,Delaware,Other,2015-06-21,TEC-PH-10003988,6/26/2015,Standard Class,0.0,6.104,0.28,2.0,21.8,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Consumer,Phones,6,21.8,0.0
49,United States,New Albany,Darren Powers,CA-2012-115742,47150.0,Central,50,Indiana,Other,2014-04-18,OFF-BI-10004410,4/22/2014,Standard Class,0.0,17.9634,0.47,6.0,38.22,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Consumer,Binders,4,38.22,0.0
50,United States,New Albany,Darren Powers,CA-2012-115742,47150.0,Central,51,Indiana,Other,2014-04-18,OFF-LA-10002762,4/22/2014,Standard Class,0.0,35.3346,0.47,6.0,75.18,Avery 485,Consumer,Labels,4,75.18,0.0
51,United States,New Albany,Darren Powers,CA-2012-115742,47150.0,Central,52,Indiana,Other,2014-04-18,FUR-FU-10001706,4/22/2014,Standard Class,0.0,2.9568,0.48,2.0,6.16,Longer-Life Soft White Bulbs,Consumer,Furnishings,4,6.16,0.0
52,United States,New Albany,Darren Powers,CA-2012-115742,47150.0,Central,53,Indiana,Other,2014-04-18,FUR-CH-10003061,4/22/2014,Standard Class,0.0,17.0981,0.19,1.0,89.99,"Global Leather Task Chair, Black",Consumer,Chairs,4,89.99,0.0
53,United States,New York City,Janet Molinari,CA-2013-105816,10024.0,East,54,New York,Other,2015-12-12,OFF-FA-10000304,12/18/2015,Standard Class,0.0,6.2566,0.41,7.0,15.26,Advantus Push Pins,Corporate,Fasteners,12,15.26,0.0
54,United States,New York City,Janet Molinari,CA-2013-105816,10024.0,East,55,New York,Other,2015-12-12,TEC-PH-10002447,12/18/2015,Standard Class,0.0,298.6855,0.29,5.0,1029.95,AT&T CL83451 4-Handset Telephone,Corporate,Phones,12,1029.95,0.0
55,United States,Troy,Ted Butterfield,CA-2013-111682,12180.0,East,56,New York,Other,2015-06-18,OFF-ST-10000604,6/19/2015,First Class,0.0,52.14,0.25,6.0,208.56,Home/Office Personal File Carts,Consumer,Storage,6,208.56,0.0
56,United States,Troy,Ted Butterfield,CA-2013-111682,12180.0,East,57,New York,Other,2015-06-18,OFF-PA-10001569,6/19/2015,First Class,0.0,15.552,0.48,5.0,32.4,Xerox 232,Consumer,Paper,6,32.4,0.0
58,United States,Troy,Ted Butterfield,CA-2013-111682,12180.0,East,59,New York,Other,2015-06-18,OFF-PA-10000587,6/19/2015,First Class,0.0,6.9888,0.48,2.0,14.56,"Array Parchment Paper, Assorted Colors",Consumer,Paper,6,14.56,0.0
59,United States,Troy,Ted Butterfield,CA-2013-111682,12180.0,East,60,New York,Other,2015-06-18,TEC-AC-10002167,6/19/2015,First Class,0.0,3.3,0.11,2.0,30.0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Consumer,Accessories,6,30.0,0.0
61,United States,Troy,Ted Butterfield,CA-2013-111682,12180.0,East,62,New York,Other,2015-06-18,OFF-AR-10001868,6/19/2015,First Class,0.0,0.84,0.5,1.0,1.68,Prang Dustless Chalk Sticks,Consumer,Art,6,1.68,0.0
62,United States,Los Angeles,Kunst Miller,CA-2012-135545,90004.0,West,63,California,Other,2014-11-24,TEC-AC-10004633,11/30/2014,Standard Class,0.0,6.1512,0.44,2.0,13.98,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Consumer,Accessories,11,13.98,0.0
64,United States,Los Angeles,Kunst Miller,CA-2012-135545,90004.0,West,65,California,Other,2014-11-24,OFF-PA-10003892,11/30/2014,Standard Class,0.0,68.9631,0.47,3.0,146.73,Xerox 1943,Consumer,Paper,11,146.73,0.0
65,United States,Los Angeles,Kunst Miller,CA-2012-135545,90004.0,West,66,California,Other,2014-11-24,FUR-FU-10000397,11/30/2014,Standard Class,0.0,22.3328,0.28,4.0,79.76,Luxo Economy Swing Arm Lamp,Consumer,Furnishings,11,79.76,0.0
71,United States,Jackson,Tracy Blumstein,CA-2014-114440,49201.0,Central,72,Michigan,Other,2016-09-14,OFF-PA-10004675,9/17/2016,Second Class,0.0,8.763,0.46,3.0,19.05,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Consumer,Paper,9,19.05,0.0
79,United States,Decatur,Stewart Carmichael,CA-2013-127208,35601.0,South,80,Alabama,Other,2015-06-13,OFF-AP-10002118,6/16/2015,First Class,0.0,56.2032,0.27,1.0,208.16,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Corporate,Appliances,6,208.16,0.0
80,United States,Decatur,Stewart Carmichael,CA-2013-127208,35601.0,South,81,Alabama,Other,2015-06-13,OFF-BI-10002309,6/16/2015,First Class,0.0,8.0352,0.48,3.0,16.74,Avery Heavy-Duty EZD  Binder With Locking Rings,Corporate,Binders,6,16.74,0.0
81,United States,San Francisco,Duane Noonan,CA-2011-139451,94122.0,West,82,California,Other,2013-12-10,OFF-AR-10002053,10/16/2013,Standard Class,0.0,4.172,0.28,5.0,14.9,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Consumer,Art,12,14.9,0.0
82,United States,San Francisco,Duane Noonan,CA-2011-139451,94122.0,West,83,California,Other,2013-12-10,OFF-ST-10002370,10/16/2013,Standard Class,0.0,6.2031,0.29,1.0,21.39,"Sortfiler Multipurpose Personal File Organizer, Black",Consumer,Storage,12,21.39,0.0
85,United States,Columbia,Patrick O'Donnell,CA-2014-140088,29203.0,South,86,South Carolina,Other,2016-05-28,FUR-CH-10000863,5/30/2016,Second Class,0.0,33.2156,0.11,2.0,301.96,Novimex Swivel Fabric Task Chair,Consumer,Chairs,5,301.96,0.0
86,United States,Rochester,Paul Gonzalez,CA-2014-155558,55901.0,Central,87,Minnesota,Other,2016-10-26,TEC-AC-10001998,2016-02-11 00:00:00,Standard Class,0.0,6.7966,0.34,1.0,19.99,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Consumer,Accessories,10,19.99,0.0
87,United States,Rochester,Paul Gonzalez,CA-2014-155558,55901.0,Central,88,Minnesota,Other,2016-10-26,OFF-LA-10000134,2016-02-11 00:00:00,Standard Class,0.0,2.9568,0.48,2.0,6.16,Avery 511,Consumer,Labels,10,6.16,0.0
89,United States,Los Angeles,Jim Sink,CA-2013-109806,90036.0,West,90,California,Other,2015-09-18,OFF-AR-10004930,9/23/2015,Standard Class,0.0,6.633,0.33,3.0,20.1,Turquoise Lead Holder with Pocket Clip,Corporate,Art,9,20.1,0.0
91,United States,Los Angeles,Jim Sink,CA-2013-109806,90036.0,West,92,California,Other,2015-09-18,OFF-PA-10000304,9/23/2015,Standard Class,0.0,3.1104,0.48,1.0,6.48,Xerox 1995,Corporate,Paper,9,6.48,0.0
92,United States,Minneapolis,Karl Braun,CA-2012-149587,55407.0,Central,93,Minnesota,Other,2014-01-31,OFF-PA-10003177,2014-05-02 00:00:00,Second Class,0.0,6.2208,0.48,2.0,12.96,Xerox 1999,Consumer,Paper,1,12.96,0.0
93,United States,Minneapolis,Karl Braun,CA-2012-149587,55407.0,Central,94,Minnesota,Other,2014-01-31,FUR-FU-10003799,2014-05-02 00:00:00,Second Class,0.0,16.5354,0.31,3.0,53.34,"Seth Thomas 13 1/2"" Wall Clock",Consumer,Furnishings,1,53.34,0.0
94,United States,Minneapolis,Karl Braun,CA-2012-149587,55407.0,Central,95,Minnesota,Other,2014-01-31,OFF-BI-10002852,2014-05-02 00:00:00,Second Class,0.0,16.1504,0.49,2.0,32.96,Ibico Standard Transparent Covers,Consumer,Binders,1,32.96,0.0
96,United States,New York City,Parhena Norris,CA-2014-161018,10009.0,East,97,New York,Other,2016-09-11,FUR-FU-10000629,2016-11-11 00:00:00,Second Class,0.0,40.5426,0.42,7.0,96.53,9-3/4 Diameter Round Wall Clock,Home Office,Furnishings,9,96.53,0.0
98,United States,Saint Paul,Elpida Rittenbach,CA-2013-149223,55106.0,Central,99,Minnesota,Other,2015-07-09,OFF-AP-10000358,2015-12-09 00:00:00,Standard Class,0.0,22.5852,0.29,6.0,77.88,Fellowes Basic Home/Office Series Surge Protectors,Corporate,Appliances,7,77.88,0.0
102,United States,Rochester,Gary Zandusky,CA-2013-129903,55901.0,Central,103,Minnesota,Other,2015-02-12,OFF-PA-10004040,2015-05-12 00:00:00,Second Class,0.0,11.7208,0.49,4.0,23.92,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Consumer,Paper,2,23.92,0.0
110,United States,New York City,Cynthia Voltz,CA-2014-146780,10035.0,East,111,New York,Other,2016-12-25,FUR-FU-10001934,12/30/2016,Standard Class,0.0,10.9096,0.26,2.0,41.96,Magnifier Swing Arm Lamp,Corporate,Furnishings,12,41.96,0.0
111,United States,Urbandale,Clay Ludtke,CA-2013-128867,50322.0,Central,112,Iowa,Top 20 Customers,2015-04-11,OFF-AR-10000380,2015-11-11 00:00:00,Standard Class,0.0,22.788,0.3,2.0,75.96,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Consumer,Art,4,75.96,0.0
112,United States,Urbandale,Clay Ludtke,CA-2013-128867,50322.0,Central,113,Iowa,Top 20 Customers,2015-04-11,OFF-BI-10003981,2015-11-11 00:00:00,Standard Class,0.0,13.3476,0.49,6.0,27.24,"Avery Durable Plastic 1"" Binders",Consumer,Binders,4,27.24,0.0
117,United States,Seattle,Dave Kipp,CA-2012-110457,98103.0,West,118,Washington,Other,2014-02-03,FUR-TA-10001768,2014-06-03 00:00:00,Standard Class,0.0,165.3813,0.21,3.0,787.53,Hon Racetrack Conference Tables,Consumer,Tables,2,787.53,0.0
119,United States,Wilmington,Steven Cartwright,CA-2013-103730,19805.0,East,120,Delaware,Other,2015-06-13,FUR-FU-10002157,6/16/2015,First Class,0.0,18.3456,0.39,3.0,47.04,Artistic Insta-Plaque,Consumer,Furnishings,6,47.04,0.0
120,United States,Wilmington,Steven Cartwright,CA-2013-103730,19805.0,East,121,Delaware,Other,2015-06-13,OFF-BI-10003910,6/16/2015,First Class,0.0,13.878,0.45,4.0,30.84,DXL Angle-View Binders with Locking Rings by Samsill,Consumer,Binders,6,30.84,0.0
121,United States,Wilmington,Steven Cartwright,CA-2013-103730,19805.0,East,122,Delaware,Other,2015-06-13,OFF-ST-10000777,6/16/2015,First Class,0.0,63.4368,0.28,6.0,226.56,"Companion Letter/Legal File, Black",Consumer,Storage,6,226.56,0.0
122,United States,Wilmington,Steven Cartwright,CA-2013-103730,19805.0,East,123,Delaware,Other,2015-06-13,OFF-EN-10002500,6/16/2015,First Class,0.0,51.759,0.45,9.0,115.02,Globe Weis Peel & Seel First Class Envelopes,Consumer,Envelopes,6,115.02,0.0
123,United States,Wilmington,Steven Cartwright,CA-2013-103730,19805.0,East,124,Delaware,Other,2015-06-13,TEC-PH-10003875,6/16/2015,First Class,0.0,19.7316,0.29,7.0,68.04,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Consumer,Phones,6,68.04,0.0
129,United States,Los Angeles,Lindsay Shagiari,US-2013-125969,90004.0,West,130,California,Other,2015-07-11,FUR-FU-10003773,2015-11-11 00:00:00,Second Class,0.0,26.2416,0.11,3.0,238.56,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Home Office,Furnishings,7,238.56,0.0
133,United States,Roseville,Lena Creighton,CA-2013-145583,95661.0,West,134,California,Other,2015-10-14,OFF-PA-10001804,10/20/2015,Standard Class,0.0,9.6192,0.48,3.0,20.04,Xerox 195,Consumer,Paper,10,20.04,0.0
134,United States,Roseville,Lena Creighton,CA-2013-145583,95661.0,West,135,California,Other,2015-10-14,OFF-PA-10001736,10/20/2015,Standard Class,0.0,16.6568,0.47,1.0,35.44,Xerox 1880,Consumer,Paper,10,35.44,0.0
135,United States,Roseville,Lena Creighton,CA-2013-145583,95661.0,West,136,California,Other,2015-10-14,OFF-AR-10001149,10/20/2015,Standard Class,0.0,3.456,0.3,4.0,11.52,"Sanford Colorific Colored Pencils, 12/Box",Consumer,Art,10,11.52,0.0
136,United States,Roseville,Lena Creighton,CA-2013-145583,95661.0,West,137,California,Other,2015-10-14,OFF-FA-10002988,10/20/2015,Standard Class,0.0,1.9698,0.49,2.0,4.02,Ideal Clamps,Consumer,Fasteners,10,4.02,0.0
138,United States,Roseville,Lena Creighton,CA-2013-145583,95661.0,West,139,California,Other,2015-10-14,OFF-SU-10001218,10/20/2015,Standard Class,0.0,18.4464,0.28,6.0,65.88,Fiskars Softgrip Scissors,Consumer,Supplies,10,65.88,0.0
139,United States,Roseville,Lena Creighton,CA-2013-145583,95661.0,West,140,California,Other,2015-10-14,FUR-FU-10001706,10/20/2015,Standard Class,0.0,20.6976,0.48,14.0,43.12,Longer-Life Soft White Bulbs,Consumer,Furnishings,10,43.12,0.0
141,United States,San Francisco,Sally Hughsby,CA-2014-106180,94122.0,West,142,California,Other,2016-09-18,OFF-AR-10000940,9/23/2016,Standard Class,0.0,2.3814,0.27,3.0,8.82,Newell 343,Corporate,Art,9,8.82,0.0
142,United States,San Francisco,Sally Hughsby,CA-2014-106180,94122.0,West,143,California,Other,2016-09-18,OFF-EN-10004030,9/23/2016,Standard Class,0.0,5.1042,0.47,3.0,10.86,Convenience Packs of Business Envelopes,Corporate,Envelopes,9,10.86,0.0
143,United States,San Francisco,Sally Hughsby,CA-2014-106180,94122.0,West,144,California,Other,2016-09-18,OFF-PA-10004327,9/23/2016,Standard Class,0.0,68.976,0.48,3.0,143.7,Xerox 1911,Corporate,Paper,9,143.7,0.0
144,United States,Independence,Sandra Glassco,CA-2014-155376,64055.0,Central,145,Missouri,Other,2016-12-22,OFF-AP-10001058,12/27/2016,Standard Class,0.0,218.2518,0.26,3.0,839.43,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Consumer,Appliances,12,839.43,0.0
145,United States,Pasadena,Helen Andreada,CA-2012-110744,91104.0,West,146,California,Other,2014-07-09,OFF-ST-10003656,2014-12-09 00:00:00,Standard Class,0.0,20.1579,0.03,7.0,671.93,Safco Industrial Wire Shelving,Consumer,Storage,7,671.93,0.0
147,United States,Franklin,Justin Ellison,CA-2013-114489,53132.0,Central,148,Wisconsin,Other,2015-06-12,TEC-PH-10000215,2015-10-12 00:00:00,Standard Class,0.0,103.8015,0.27,11.0,384.45,Plantronics Cordless Phone Headset with In-line Volume - M214C,Corporate,Phones,6,384.45,0.0
148,United States,Franklin,Justin Ellison,CA-2013-114489,53132.0,Central,149,Wisconsin,Other,2015-06-12,TEC-PH-10001448,2015-10-12 00:00:00,Standard Class,0.0,5.9988,0.04,3.0,149.97,Anker Astro 15000mAh USB Portable Charger,Corporate,Phones,6,149.97,0.0
149,United States,Franklin,Justin Ellison,CA-2013-114489,53132.0,Central,150,Wisconsin,Other,2015-06-12,FUR-CH-10000454,2015-10-12 00:00:00,Standard Class,0.0,585.552,0.3,8.0,1951.84,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Corporate,Chairs,6,1951.84,0.0
150,United States,Franklin,Justin Ellison,CA-2013-114489,53132.0,Central,151,Wisconsin,Other,2015-06-12,OFF-BI-10002735,2015-10-12 00:00:00,Standard Class,0.0,80.6285,0.47,5.0,171.55,GBC Prestige Therm-A-Bind Covers,Corporate,Binders,6,171.55,0.0
153,United States,San Jose,Stephanie Phelps,CA-2012-124919,95123.0,West,154,California,Other,2014-05-31,OFF-PA-10001950,2014-02-06 00:00:00,First Class,0.0,26.271,0.45,7.0,58.38,Southworth 25% Cotton Antique Laid Paper & Envelopes,Corporate,Paper,5,58.38,0.0
154,United States,San Jose,Stephanie Phelps,CA-2012-124919,95123.0,West,155,California,Other,2014-05-31,OFF-PA-10002254,2014-02-06 00:00:00,First Class,0.0,48.5392,0.46,4.0,105.52,Xerox 1883,Corporate,Paper,5,105.52,0.0
155,United States,San Jose,Stephanie Phelps,CA-2012-124919,95123.0,West,156,California,Other,2014-05-31,OFF-ST-10001590,2014-02-06 00:00:00,First Class,0.0,21.0288,0.26,6.0,80.88,"Tenex Personal Project File with Scoop Front Design, Black",Corporate,Storage,5,80.88,0.0
156,United States,Seattle,Neil Knudson,CA-2012-118948,98105.0,West,157,Washington,Other,2014-05-28,OFF-AR-10001547,2014-03-06 00:00:00,Standard Class,0.0,1.7901,0.27,3.0,6.63,Newell 311,Home Office,Art,5,6.63,0.0
158,United States,Edmond,Nora Paige,CA-2013-114104,73034.0,Central,159,Oklahoma,Other,2015-11-21,OFF-LA-10002475,11/25/2015,Standard Class,0.0,6.8714,0.47,2.0,14.62,Avery 519,Consumer,Labels,11,14.62,0.0
159,United States,Edmond,Nora Paige,CA-2013-114104,73034.0,Central,160,Oklahoma,Other,2015-11-21,TEC-PH-10004536,11/25/2015,Standard Class,0.0,236.2325,0.25,7.0,944.93,Avaya 5420 Digital phone,Consumer,Phones,11,944.93,0.0
160,United States,Los Angeles,Ted Trevino,CA-2013-162733,90045.0,West,161,California,Other,2015-12-05,OFF-PA-10002751,5/13/2015,First Class,0.0,2.691,0.45,1.0,5.98,Xerox 1920,Consumer,Paper,12,5.98,0.0
162,United States,Carlsbad,Ruben Dartt,CA-2013-154508,88220.0,West,163,New Mexico,Other,2015-11-17,OFF-EN-10001990,11/21/2015,Standard Class,0.0,13.348,0.47,5.0,28.4,Staple envelope,Consumer,Envelopes,11,28.4,0.0
171,United States,Los Angeles,Chad Sievert,CA-2011-118962,90004.0,West,172,California,Other,2013-05-08,OFF-PA-10000659,2013-09-08 00:00:00,Standard Class,0.0,9.8418,0.47,3.0,20.94,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Consumer,Paper,5,20.94,0.0
172,United States,Los Angeles,Chad Sievert,CA-2011-118962,90004.0,West,173,California,Other,2013-05-08,OFF-PA-10001144,2013-09-08 00:00:00,Standard Class,0.0,53.2608,0.48,2.0,110.96,Xerox 1913,Consumer,Paper,5,110.96,0.0
179,United States,New York City,Jim Kriz,CA-2012-137225,10009.0,East,180,New York,Other,2014-12-15,OFF-AR-10001940,12/19/2014,Standard Class,0.0,1.4104,0.43,1.0,3.28,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Home Office,Art,12,3.28,0.0
182,United States,Monroe,Robert Marley,CA-2011-158274,71203.0,South,183,Louisiana,Other,2013-11-19,TEC-PH-10003273,11/24/2013,Second Class,0.0,131.0296,0.26,4.0,503.96,AT&T TR1909W,Home Office,Phones,11,503.96,0.0
183,United States,Monroe,Robert Marley,CA-2011-158274,71203.0,South,184,Louisiana,Other,2013-11-19,TEC-PH-10004896,11/24/2013,Second Class,0.0,41.986,0.28,5.0,149.95,Nokia Lumia 521 (T-Mobile),Home Office,Phones,11,149.95,0.0
184,United States,Monroe,Robert Marley,CA-2011-158274,71203.0,South,185,Louisiana,Other,2013-11-19,TEC-AC-10002345,11/24/2013,Second Class,0.0,7.25,0.25,2.0,29.0,HP Standard 104 key PS/2 Keyboard,Home Office,Accessories,11,29.0,0.0
185,United States,Fairfield,Sally Knutson,CA-2013-105018,6824.0,East,186,Connecticut,Other,2015-11-29,OFF-BI-10001890,2015-03-12 00:00:00,Standard Class,0.0,3.4368,0.48,2.0,7.16,Avery Poly Binder Pockets,Consumer,Binders,11,7.16,0.0
186,United States,Los Angeles,Frank Merwin,CA-2011-123260,90032.0,West,187,California,Other,2013-08-26,TEC-AC-10002323,8/30/2013,Standard Class,0.0,22.984,0.13,8.0,176.8,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Home Office,Accessories,8,176.8,0.0
190,United States,New York City,Mark Packer,CA-2012-102281,10035.0,East,191,New York,Other,2014-12-10,TEC-PH-10001552,10/14/2014,First Class,0.0,20.0928,0.28,6.0,71.76,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Home Office,Phones,12,71.76,0.0
191,United States,New York City,Mark Packer,CA-2012-102281,10035.0,East,192,New York,Other,2014-12-10,OFF-PA-10000061,10/14/2014,First Class,0.0,24.8832,0.48,8.0,51.84,Xerox 205,Home Office,Paper,12,51.84,0.0
193,United States,New York City,Mark Packer,CA-2012-102281,10035.0,East,194,New York,Other,2014-12-10,OFF-AR-10003514,10/14/2014,First Class,0.0,6.567,0.33,5.0,19.9,4009 Highlighters by Sanford,Home Office,Art,12,19.9,0.0
194,United States,Redlands,Mary Zewe,CA-2012-131457,92374.0,West,195,California,Other,2014-10-31,OFF-EN-10001509,2014-06-11 00:00:00,Standard Class,0.0,6.7116,0.47,7.0,14.28,Poly String Tie Envelopes,Corporate,Envelopes,10,14.28,0.0
197,United States,Westfield,Valerie Mitchum,CA-2014-107720,7090.0,East,198,New Jersey,Other,2016-06-11,OFF-ST-10001414,11/13/2016,Standard Class,0.0,12.0276,0.26,3.0,46.26,Decoflex Hanging Personal Folder File,Home Office,Storage,6,46.26,0.0
206,United States,Saginaw,Joseph Holt,CA-2014-135860,48601.0,Central,207,Michigan,Other,2016-01-12,OFF-ST-10000642,2016-07-12 00:00:00,Standard Class,0.0,5.8744,0.07,4.0,83.92,"Tennsco Lockers, Gray",Consumer,Storage,1,83.92,0.0
207,United States,Saginaw,Joseph Holt,CA-2014-135860,48601.0,Central,208,Michigan,Other,2016-01-12,TEC-PH-10001700,2016-07-12 00:00:00,Standard Class,0.0,35.6346,0.27,2.0,131.98,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Consumer,Phones,1,131.98,0.0
208,United States,Saginaw,Joseph Holt,CA-2014-135860,48601.0,Central,209,Michigan,Other,2016-01-12,OFF-BI-10003274,2016-07-12 00:00:00,Standard Class,0.0,7.4824,0.47,4.0,15.92,"Avery Durable Slant Ring Binders, No Labels",Consumer,Binders,1,15.92,0.0
209,United States,Saginaw,Joseph Holt,CA-2014-135860,48601.0,Central,210,Michigan,Other,2016-01-12,OFF-FA-10000134,2016-07-12 00:00:00,Standard Class,0.0,16.2099,0.31,9.0,52.29,"Advantus Push Pins, Aluminum Head",Consumer,Fasteners,1,52.29,0.0
